iter	Logloss
176	0.4895117671
177	0.4892418421
178	0.4889614132
179	0.488685138
180	0.4884390792
181	0.488157004
182	0.4878697832
183	0.4875992343
184	0.4873402402
185	0.4870606159
186	0.4868223455
187	0.486560433
188	0.4863078499
189	0.4860279745
190	0.4857800835
191	0.4855240902
192	0.4852747229
193	0.4850362524
194	0.4848410797
195	0.4846005117
196	0.484377002
197	0.4841404224
198	0.4839036815
199	0.4836576808
200	0.4834516755
201	0.4832348467
202	0.4830100383
203	0.4828264155
204	0.4826162326
205	0.4823684754
206	0.4821628663
207	0.4819528345
208	0.48176332
209	0.4815569352
210	0.4813803577
211	0.4811732603
212	0.4809693139
213	0.4807437767
214	0.480524746
215	0.4803274426
216	0.480085555
217	0.4799132119
218	0.4797242902
219	0.4795333842
220	0.4793367548
221	0.4791588537
222	0.4789698934
223	0.478791205
224	0.4786073082
225	0.4784482684
226	0.4782700002
227	0.4781010655
228	0.4779233891
229	0.4777429514
230	0.4775802484
231	0.4774306169
232	0.4772890804
233	0.4771295739
234	0.4769730262
235	0.4768365062
236	0.4766941901
237	0.4765340148
238	0.4763844662
239	0.4762207951
240	0.4760820243
241	0.4759488048
242	0.4757921145
243	0.4756307235
244	0.4754856649
245	0.475340023
246	0.4752129109
247	0.4750765515
248	0.4749418519
249	0.4747767711
250	0.4746068597
251	0.4744342913
252	0.4742957883
253	0.4741446346
254	0.474029621
255	0.4739012269
256	0.4737684034
257	0.4736448062
258	0.4735102254
259	0.4733769065
260	0.4732418936
261	0.4731104618
262	0.4729858044
263	0.4728492124
264	0.4727243736
265	0.4726060962
266	0.4724876594
267	0.4723639312
268	0.4722309059
269	0.4721290311
270	0.4720278504
271	0.4718916187
272	0.4717940595
273	0.4716843272
274	0.4715536361
275	0.4714383779
276	0.471327955
277	0.4711967853
278	0.4710737665
279	0.4709459961
280	0.4708375139
281	0.4707186762
282	0.4705929405
283	0.4704857139
284	0.4703745005
285	0.4702731016
286	0.4701668352
287	0.4700812547
288	0.4699806199
289	0.4698813005
290	0.4697712346
291	0.4697034286
292	0.4695835893
293	0.4694895571
294	0.4693815522
295	0.4692899459
296	0.469188212
297	0.4690776328
298	0.4689917647
299	0.4688958598
300	0.4687985489
301	0.4686972096
302	0.4685996089
303	0.4685157451
304	0.468446856
305	0.4683688891
306	0.4682904372
307	0.468207779
308	0.4681285182
309	0.4680521955
310	0.4679695703
311	0.467883858
312	0.46780847
313	0.4677305495
314	0.4676488822
315	0.4675740914
316	0.4674853179
317	0.4673856451
318	0.4673071772
319	0.4672337152
320	0.4671584559
321	0.4670667022
322	0.4669967159
323	0.4669169627
324	0.4668413788
325	0.4667623125
326	0.4666833158
327	0.4665693301
328	0.4664927801
329	0.4664021388
330	0.4663265212
331	0.46625392
332	0.4661800478
333	0.466110615
334	0.4660397811
335	0.4659513122
336	0.4658671763
337	0.4657774864
338	0.4657482355
339	0.4656921012
340	0.465633554
341	0.4655509341
342	0.4654752205
343	0.4653872655
344	0.4653230802
345	0.4652526423
346	0.4651928144
347	0.465118948
348	0.4650524345
349	0.4649919408
350	0.4649304957
351	0.4648846489
352	0.4648216653
353	0.4647473644
354	0.4646906877
355	0.4646423877
356	0.4645917224
357	0.4645433687
358	0.4644720663
359	0.464397354
360	0.4643419878
361	0.4642986327
362	0.4642291161
363	0.4641377763
364	0.4640831594
365	0.4640040589
366	0.4639320637
367	0.4638985059
368	0.4638285331
369	0.4637622421
370	0.4637066841
371	0.4636543757
372	0.463587235
373	0.4635379317
374	0.4635016178
375	0.4634430061
376	0.4633709444
377	0.4633389494
378	0.4632891583
379	0.4632265375
380	0.4631555515
381	0.4631210407
382	0.4630692954
383	0.4630136346
384	0.4629657411
385	0.4629319974
386	0.4628739524
387	0.4628001504
388	0.4627329442
389	0.4626843371
390	0.4626487533
391	0.4625912772
392	0.4625224168
393	0.4624610888
394	0.4624208998
395	0.462373756
396	0.4623122222
397	0.4622539625
398	0.4621974062
399	0.4621346604
400	0.4620756239
401	0.4620144874
402	0.4619441667
403	0.4618789517
404	0.461835167
405	0.4617743023
406	0.4617152145
407	0.4616649676
408	0.4616324123
409	0.4615700971
410	0.4615338906
411	0.4614630151
412	0.461389356
413	0.4613274064
414	0.4612804538
415	0.4612193012
416	0.4611801005
417	0.4611454829
418	0.4611021959
419	0.4610515951
420	0.4610000592
421	0.460949275
422	0.4608737928
423	0.4608183875
424	0.460759769
425	0.4607327521
426	0.460681389
427	0.4606355998
428	0.4605922357
429	0.4605351844
430	0.4604754181
431	0.4604332253
432	0.4603793526
433	0.4603327606
434	0.4602756706
435	0.460235994
436	0.4601808894
437	0.46012975
438	0.4600795182
439	0.4600243174
440	0.4599750386
441	0.4599248368
442	0.4598595406
443	0.4598059407
444	0.4597635731
445	0.4597268216
446	0.4596891019
447	0.4596419954
448	0.4596003171
449	0.4595592547
450	0.4595205942
451	0.4594563809
452	0.4594238933
453	0.4593872571
454	0.4593546131
455	0.4592985503
456	0.4592548775
457	0.4592089799
458	0.4591625857
459	0.4590915413
460	0.4590473716
461	0.4589829221
462	0.4589436656
463	0.4589051444
464	0.4588660792
465	0.458824168
466	0.4587780753
467	0.4587293802
468	0.4586670239
469	0.4586133095
470	0.4585601099
471	0.4585171024
472	0.4584587344
473	0.4584077825
474	0.4583702036
475	0.4582968922
476	0.4582714539
477	0.458228676
478	0.4581597082
479	0.4581156445
480	0.4580738881
481	0.4580299609
482	0.4580035443
483	0.4579445864
484	0.4579025176
485	0.4578640618
486	0.4578184173
487	0.4577609507
488	0.4577158587
489	0.4576621824
490	0.4576267753
491	0.4576002461
492	0.4575718018
493	0.4575307246
494	0.4575033903
495	0.4574778965
496	0.4574448491
497	0.45740204
498	0.4573550281
499	0.457305791
500	0.4572548882
501	0.4572147991
502	0.4571633639
503	0.4571093543
504	0.4570753172
505	0.4570431937
506	0.4570030763
507	0.4569576512
508	0.4569076102
509	0.4568590673
510	0.4568310883
511	0.456812562
512	0.4567566552
513	0.4567230563
514	0.4566810717
515	0.4566329612
516	0.4565884282
517	0.4565661157
518	0.4564854538
519	0.4564376288
520	0.4563823112
521	0.4563314252
522	0.456296235
523	0.4562529949
524	0.456229188
525	0.4561943284
526	0.456166636
527	0.4561384141
528	0.4561138917
529	0.4560795182
530	0.456036025
531	0.4559739587
532	0.4559400002
533	0.4559097142
534	0.4558702498
535	0.455822232
536	0.4557884207
537	0.455720788
538	0.4556625206
539	0.4556215419
540	0.4555725375
541	0.4555226438
542	0.4554922457
543	0.4554575694
544	0.4554190259
545	0.4553765094
546	0.4553304871
547	0.4552794614
548	0.4552490008
549	0.4552073589
550	0.455182179
551	0.4551344318
552	0.4551151845
553	0.4550814386
554	0.4550218897
555	0.454983101
556	0.4549488236
557	0.4549195404
558	0.4548797638
559	0.4548538873
560	0.454799941
561	0.454758337
562	0.4547233183
563	0.4546985018
564	0.4546628935
565	0.4546060481
566	0.4545644381
567	0.4545303462
568	0.4544866192
569	0.4544521125
570	0.4543982818
571	0.4543698
572	0.4543440398
573	0.4542799719
574	0.4542419935
575	0.4542153393
576	0.4541846746
577	0.4541530994
578	0.4541042463
579	0.4540631402
580	0.4540365316
581	0.4539870406
582	0.4539435699
583	0.4538860759
584	0.4538397317
585	0.4538122314
586	0.4537935999
587	0.4537572958
588	0.4537258328
589	0.4536908445
590	0.4536637404
591	0.4536324478
592	0.4535928222
593	0.4535684364
594	0.4535390217
595	0.4535212793
596	0.4534791942
597	0.4534399248
598	0.4534021612
599	0.4533546737
600	0.4533047907
601	0.453266398
602	0.453226973
603	0.4531799313
604	0.4531318174
605	0.4530815848
606	0.4530370527
607	0.4530106644
608	0.4529783896
609	0.4529402775
610	0.4529003277
611	0.4528486848
612	0.4528198451
613	0.4527940036
614	0.4527633399
615	0.4527328252
616	0.4527045607
617	0.4526634405
618	0.4526349647
619	0.4526045761
620	0.4525724663
621	0.4525479245
622	0.4525264027
623	0.4525001741
624	0.4524732982
625	0.4524488601
626	0.4524193137
627	0.4523752735
628	0.4523575467
629	0.4523228066
630	0.4522882657
631	0.4522475862
632	0.4522101144
633	0.4521980071
634	0.4521626654
635	0.4521404879
636	0.4521116503
637	0.4520587028
638	0.4520240931
639	0.4519898285
640	0.4519718147
641	0.4519168339
642	0.4518755969
643	0.4518376052
644	0.451812099
645	0.4517712009
646	0.4517272261
647	0.451692277
648	0.4516598713
649	0.4516316094
650	0.451585196
651	0.451554873
652	0.4515191114
653	0.4514780842
654	0.4514387303
655	0.4514075803
656	0.4513415354
657	0.4513051931
658	0.4512986081
659	0.45126467
660	0.4512554579
661	0.4512242056
662	0.4511908896
663	0.4511523433
664	0.4511080239
665	0.4510866253
666	0.4510436148
667	0.4510124235
668	0.4509921742
669	0.4509443643
670	0.4508915123
671	0.4508691197
672	0.4508436455
673	0.4508021605
674	0.4507735088
675	0.4507400344
676	0.4506888635
677	0.4506548118
678	0.4506381707
679	0.4506041841
680	0.4505645447
681	0.4505352152
682	0.450500172
683	0.450475497
684	0.4504393324
685	0.4504288316
686	0.4503843132
687	0.4503613362
688	0.4503347463
689	0.4502986153
690	0.4502729726
691	0.4502516464
692	0.4501871604
693	0.4501558527
694	0.4501242265
695	0.4501111576
696	0.4500491178
697	0.4500141914
698	0.4499590009
699	0.4499287551
700	0.4498915887
701	0.4498701409
702	0.4498116106
703	0.4497833405
704	0.4497567012
705	0.4497289116
706	0.4496847454
707	0.4496512803
708	0.4496183213
709	0.4495842842
710	0.4495367205
711	0.449504767
712	0.4494685381
713	0.4494209839
714	0.4493958875
715	0.4493563506
716	0.4493237722
717	0.4492984307
718	0.4492621722
719	0.449201966
720	0.4491784422
721	0.4491351582
722	0.4490974972
723	0.4490593611
724	0.449040027
725	0.4489969588
726	0.4489586685
727	0.4489206045
728	0.4488982489
729	0.4488420767
730	0.4488056894
731	0.4487743406
732	0.4487492942
733	0.4487164802
734	0.448688321
735	0.4486507031
736	0.4486153871
737	0.4485966937
738	0.4485582815
739	0.4485272583
740	0.4484964851
741	0.4484664712
742	0.4484309447
743	0.4483806657
744	0.4483266868
745	0.4483033019
746	0.4482711134
747	0.4482250266
748	0.4481783086
749	0.4481608607
750	0.4481367123
751	0.4481059843
752	0.4480702416
753	0.4480452967
754	0.4480192693
755	0.4480081005
756	0.4479799485
757	0.4479346112
758	0.447914946
759	0.4478861885
760	0.4478375076
761	0.4478159209
762	0.4477863542
763	0.4477663704
764	0.4477403527
765	0.4476869565
766	0.4476425839
767	0.4476058631
768	0.4475816337
769	0.447533466
770	0.4475025474
771	0.4474723383
772	0.4474432545
773	0.447387721
774	0.4473463417
775	0.447325948
776	0.4472836171
777	0.4472253508
778	0.4471958393
779	0.44716485
780	0.4471333717
781	0.4471054019
782	0.4470461201
783	0.4470260174
784	0.446990352
785	0.4469713641
786	0.4469477518
787	0.4469146621
788	0.446871548
789	0.4468532
790	0.4468188002
791	0.4467731371
792	0.4467311479
793	0.4466763352
794	0.446654404
795	0.4466245577
796	0.446587188
797	0.4465475723
798	0.4464903462
799	0.4464725265
800	0.4464532235
801	0.4464354416
802	0.4464007305
803	0.4463392937
804	0.4463093041
805	0.4462761624
806	0.4462524843
807	0.4462379608
808	0.4462141292
809	0.4461995128
810	0.4461751867
811	0.4461539121
812	0.4461204358
813	0.4460800959
814	0.4460554544
815	0.4460244679
816	0.4459796505
817	0.4459460396
818	0.4459284685
819	0.4458950926
820	0.4458484609
821	0.4458167895
822	0.4457810344
823	0.4457665062
824	0.4457357308
825	0.445705964
826	0.4456816333
827	0.445640912
828	0.4456171586
829	0.4455981636
830	0.4455598933
831	0.4455252616
832	0.445481175
833	0.4454507701
834	0.4453974785
835	0.4453667718
836	0.4453345872
837	0.4452947758
838	0.4452567813
839	0.4452234249
840	0.4451918469
841	0.4451559666
842	0.4451096948
843	0.4450884697
844	0.445063042
845	0.445025858
846	0.4450093167
847	0.4449741988
848	0.4449726138
849	0.444953844
850	0.4449406402
851	0.444917238
852	0.4448776457
853	0.4448458039
854	0.4448191482
855	0.4447748375
856	0.4447488098
857	0.4447211032
858	0.4446970554
859	0.4446759653
860	0.4446390699
861	0.4446200986
862	0.4445944032
863	0.444556
864	0.4445276822
865	0.4444938334
866	0.4444587339
867	0.4444284622
868	0.4444031047
869	0.4443606661
870	0.4443322724
871	0.4443008899
872	0.4442810557
873	0.4442518103
874	0.444211524
875	0.4441877611
876	0.4441676535
877	0.44413555
878	0.4440805444
879	0.4440620914
880	0.4440441192
881	0.4439962887
882	0.4439657163
883	0.4439298638
884	0.4438979359
885	0.4438635592
886	0.4438274839
887	0.4438019467
888	0.4437716302
889	0.4437472067
890	0.4437193377
891	0.4436955359
892	0.4436657981
893	0.4436414568
894	0.4436191298
895	0.4435916764
896	0.443564012
897	0.4435451925
898	0.4435053172
899	0.4434880936
900	0.4434538969
901	0.4434300175
902	0.4433936786
903	0.4433609306
904	0.4433425464
905	0.443300961
906	0.4432656684
907	0.4432484913
908	0.4432046079
909	0.4431611544
910	0.4431399086
911	0.4431083159
912	0.4430715449
913	0.4430657068
914	0.4430418584
915	0.4430159584
916	0.4430013847
917	0.442994562
918	0.4429506314
919	0.4429195823
920	0.4428825433
921	0.4428635957
922	0.4428173418
923	0.4428074975
924	0.4427778015
925	0.4427234253
926	0.4426834943
927	0.4426590929
928	0.4426320176
929	0.4426022142
930	0.4425662267
931	0.4425237373
932	0.442503869
933	0.4424674295
934	0.442452102
935	0.4424097874
936	0.4423842514
937	0.4423629141
938	0.4423210794
939	0.4423037161
940	0.4422848135
941	0.4422582002
942	0.4422355575
943	0.4422179932
944	0.442178821
945	0.4421683395
946	0.4421443353
947	0.4421314394
948	0.4421083216
949	0.4420585998
950	0.442016451
951	0.4419748646
952	0.4419556077
953	0.4419179566
954	0.4418827776
955	0.4418401637
956	0.4418015875
957	0.4417527954
958	0.4417082264
959	0.441686108
960	0.4416594012
961	0.4416343461
962	0.4416084397
963	0.4415940275
964	0.4415534109
965	0.4415217207
966	0.441484827
967	0.4414522208
968	0.4414238039
969	0.441401732
970	0.4413679078
971	0.4413292682
972	0.4413137618
973	0.4412675294
974	0.4412200033
975	0.4411957028
976	0.4411717764
977	0.4411521671
978	0.4411107656
979	0.4410879829
980	0.4410526053
981	0.441021152
982	0.4409905161
983	0.4409560725
984	0.4409346147
985	0.4408997275
986	0.4408688039
987	0.4408424058
988	0.4408172715
989	0.4407879725
990	0.4407695079
991	0.4407351013
992	0.44069479
993	0.4406858298
994	0.4406585055
995	0.4406295918
996	0.4406010266
997	0.440570986
998	0.4405333393
999	0.4405023777
1000	0.4404636906
1001	0.4404351413
1002	0.4404017195
1003	0.4403813106
1004	0.4403302035
1005	0.4402880309
1006	0.440264068
1007	0.4402264163
1008	0.4401904212
1009	0.4401661268
1010	0.44012068
1011	0.4400912594
1012	0.4400704213
1013	0.4400207336
1014	0.439980399
1015	0.4399649476
1016	0.4399341077
1017	0.4399035715
1018	0.4398568235
1019	0.4398180623
1020	0.4397972181
1021	0.4397696928
1022	0.4397269703
1023	0.4396663508
1024	0.4396487155
1025	0.4396292932
1026	0.4396120968
1027	0.4395979252
1028	0.4395641834
1029	0.4395424337
1030	0.4394921585
1031	0.4394593904
1032	0.4394329343
1033	0.4394039887
1034	0.4393761367
1035	0.4393460507
1036	0.4393224579
1037	0.4392883609
1038	0.4392555088
1039	0.4392390572
1040	0.4392023786
1041	0.4391526877
1042	0.4391142366
1043	0.4391028588
1044	0.4390648051
1045	0.4390325493
1046	0.4389982952
1047	0.4389748623
1048	0.4389533774
1049	0.4389143964
1050	0.4388763216
1051	0.4388575452
1052	0.4388273421
1053	0.4388107634
1054	0.4387843767
1055	0.4387657389
1056	0.4387240027
1057	0.4386811378
1058	0.4386587388
1059	0.4386106324
1060	0.4385767355
1061	0.4385521553
1062	0.4385284799
1063	0.4385055315
1064	0.4384816693
1065	0.438463003
1066	0.4384244195
1067	0.4383861211
1068	0.4383438771
1069	0.4383253414
1070	0.4383164699
1071	0.4382977296
1072	0.4382645766
1073	0.4382296382
1074	0.4382075233
1075	0.4381805289
1076	0.4381528191
1077	0.4381273503
1078	0.4380969531
1079	0.4380592434
1080	0.4380233548
1081	0.4379832321
1082	0.4379620413
1083	0.4379381478
1084	0.4379082572
1085	0.4378864591
1086	0.4378665689
1087	0.4378409512
1088	0.437819032
1089	0.4378047302
1090	0.4377621786
1091	0.4377254429
1092	0.4376756641
1093	0.437656388
1094	0.4376259915
1095	0.4375746831
1096	0.4375382361
1097	0.437514675
1098	0.4374849826
1099	0.4374724865
1100	0.4374520345
1101	0.4374227702
1102	0.4374003178
1103	0.4373774309
1104	0.437337381
1105	0.4373110158
1106	0.4372691306
1107	0.4372303843
1108	0.4372151271
1109	0.4372137686
1110	0.4371870367
1111	0.4371565929
1112	0.437113304
1113	0.43707713
1114	0.4370547534
1115	0.4370261645
1116	0.4369951764
1117	0.4369781499
1118	0.436943936
1119	0.4369006664
1120	0.4368698489
1121	0.4368456713
1122	0.4368203837
1123	0.4367873847
1124	0.4367714669
1125	0.4367462992
1126	0.4366987452
1127	0.4366715358
1128	0.4366570197
1129	0.4366339174
1130	0.4366171742
1131	0.4365929163
1132	0.4365793563
1133	0.4365609133
1134	0.4365275986
1135	0.4364906332
1136	0.4364521218
1137	0.4364315603
1138	0.436410557
1139	0.4363490247
1140	0.4363246159
1141	0.4363014258
1142	0.4362738751
1143	0.4362431773
1144	0.4362283832
1145	0.436186289
1146	0.4361645862
1147	0.436146307
1148	0.4361261683
1149	0.4360992931
1150	0.4360660888
1151	0.4360513681
1152	0.4360080575
1153	0.4359646128
1154	0.4359393016
1155	0.4359021089
1156	0.4358618727
1157	0.4358409948
1158	0.4358179627
1159	0.4358030888
1160	0.4357811471
1161	0.435760796
1162	0.4357452894
1163	0.4357137324
1164	0.4356997365
1165	0.4356864362
1166	0.4356479466
1167	0.4356383395
1168	0.4356264318
1169	0.4356041056
1170	0.4355829131
1171	0.4355476525
1172	0.4355102451
1173	0.4354974572
1174	0.4354597375
1175	0.4354299111
1176	0.4353917625
1177	0.4353701742
1178	0.43535516
1179	0.4353017492
1180	0.4352587356
1181	0.4352283395
1182	0.4352025661
1183	0.4351806726
1184	0.4351678636
1185	0.4351474853
1186	0.4351263429
1187	0.435106748
1188	0.4350800001
1189	0.4350437465
1190	0.4350223541
1191	0.4349899867
1192	0.4349503578
1193	0.4349305478
1194	0.4349020568
1195	0.434868486
1196	0.4348079578
1197	0.434786446
1198	0.4347491895
1199	0.4347258002
1200	0.4347032177
1201	0.4346806625
1202	0.4346519075
1203	0.4346339441
1204	0.4346101036
1205	0.4345668786
1206	0.4345322946
1207	0.4345094301
1208	0.4344844424
1209	0.4344595191
1210	0.4344292279
1211	0.4343882327
1212	0.434369304
1213	0.4343527839
1214	0.4343375473
1215	0.434296581
1216	0.4342706497
1217	0.4342437535
1218	0.434221682
1219	0.4341951661
1220	0.4341737941
1221	0.4341423525
1222	0.4341019479
1223	0.4340834948
1224	0.4340325351
1225	0.4340120537
1226	0.433978521
1227	0.433947779
1228	0.4339052774
1229	0.433850475
1230	0.4338043576
1231	0.4337810056
1232	0.4337535253
1233	0.4337299711
1234	0.4336875155
1235	0.4336617809
1236	0.4336367707
1237	0.4336082362
1238	0.4335893849
1239	0.4335709527
1240	0.4335578402
1241	0.4335258299
1242	0.4334791906
1243	0.4334576505
1244	0.4334034671
1245	0.4333832274
1246	0.4333492113
1247	0.4333005189
1248	0.4332734376
1249	0.4332424539
1250	0.4332121774
1251	0.4331890381
1252	0.4331591225
1253	0.4331327597
1254	0.433109442
1255	0.4330816624
1256	0.4330489032
1257	0.4330173142
1258	0.4329866648
1259	0.432971707
1260	0.432942019
1261	0.4329045826
1262	0.4328878384
1263	0.4328638668
1264	0.4328272625
1265	0.4328155151
1266	0.4327856552
1267	0.4327669545
1268	0.4327358492
1269	0.432698092
1270	0.432677848
1271	0.4326539291
1272	0.4326218596
1273	0.4326124386
1274	0.4325942257
1275	0.4325776286
1276	0.4325551975
1277	0.432514306
1278	0.432494946
1279	0.4324623711
1280	0.4324306288
1281	0.4323978811
1282	0.432351698
1283	0.4323222335
1284	0.4323046796
1285	0.4322899207
1286	0.4322745003
1287	0.432248756
1288	0.4322200083
1289	0.4321924446
1290	0.4321700495
1291	0.4321396446
1292	0.4321195267
1293	0.4321019251
1294	0.4320638892
1295	0.4320325221
1296	0.4320071025
1297	0.4319762935
1298	0.4319387293
1299	0.4318945164
1300	0.4318671731
1301	0.4318414112
1302	0.4318187374
1303	0.4317917644
1304	0.4317718592
1305	0.4317579142
1306	0.4317381497
1307	0.4317206482
1308	0.4316749174
1309	0.4316270603
1310	0.4316130603
1311	0.4315803981
1312	0.4315519384
1313	0.4315274593
1314	0.4314842637
1315	0.4314438772
1316	0.4314115357
1317	0.4313869148
1318	0.4313690992
1319	0.4313470341
1320	0.4313278422
1321	0.4312956214
1322	0.4312793435
1323	0.4312541799
1324	0.431228505
1325	0.4311956265
1326	0.4311612105
1327	0.4311394544
1328	0.4311167206
1329	0.4310767535
1330	0.4310551074
1331	0.4310348298
1332	0.4310024772
1333	0.430961507
1334	0.4309200408
1335	0.4308842913
1336	0.4308614354
1337	0.4308172874
1338	0.4307896835
1339	0.4307401154
1340	0.4307199139
1341	0.4306925545
1342	0.430654699
1343	0.4306295399
1344	0.430597055
1345	0.4305690391
1346	0.4305441877
1347	0.4305286848
1348	0.430494723
1349	0.4304641218
1350	0.4304561978
1351	0.4304426875
1352	0.430425341
1353	0.4304030873
1354	0.4303748261
1355	0.4303344019
1356	0.4302818323
1357	0.4302353614
1358	0.430207299
1359	0.4301874952
1360	0.4301585731
1361	0.4301304061
1362	0.4300971881
1363	0.4300605226
1364	0.4300407761
1365	0.4300002694
1366	0.4299844909
1367	0.4299540611
1368	0.4299346246
1369	0.4299031005
1370	0.4298768038
1371	0.4298590121
1372	0.4298344571
1373	0.4298133914
1374	0.4297918884
1375	0.4297656645
1376	0.4297248956
1377	0.429684138
1378	0.4296521043
1379	0.4296044205
1380	0.4295803185
1381	0.429562378
1382	0.4295455634
1383	0.429514742
1384	0.4294676862
1385	0.4294485259
1386	0.4294069266
1387	0.4293967941
1388	0.4293644247
1389	0.4293254677
1390	0.4293050726
1391	0.4292882981
1392	0.4292629362
1393	0.4292185695
1394	0.4291753487
1395	0.4291346074
1396	0.4291243029
1397	0.4291090795
1398	0.4290804704
1399	0.4290494834
1400	0.42900816
1401	0.4289777233
1402	0.4289306056
1403	0.4289075186
1404	0.4288865257
1405	0.4288702481
1406	0.4288440467
1407	0.4288073998
1408	0.4287828856
1409	0.4287545897
1410	0.4287329948
1411	0.4286886809
1412	0.4286454373
1413	0.4286176259
1414	0.4285733143
1415	0.4285396173
1416	0.4285021318
1417	0.4284728355
1418	0.4284334176
1419	0.428409612
1420	0.4283894856
1421	0.4283698502
1422	0.42836791
1423	0.4283547755
1424	0.4283421874
1425	0.4283060965
1426	0.4282817073
1427	0.4282461935
1428	0.428212676
1429	0.4281780207
1430	0.4281512311
1431	0.4281337373
1432	0.4281061161
1433	0.4280721152
1434	0.4280502757
1435	0.4280195824
1436	0.4279923246
1437	0.4279727627
1438	0.4279386677
1439	0.4279386656
1440	0.4278934483
1441	0.427867296
1442	0.4278231975
1443	0.4278067113
1444	0.4277943696
1445	0.4277811681
1446	0.4277676813
1447	0.4277487202
1448	0.4277274621
1449	0.4277000498
1450	0.4276665831
1451	0.4276558407
1452	0.4276389883
1453	0.4276096556
1454	0.427587669
1455	0.427561579
1456	0.4275296736
1457	0.4275002033
1458	0.4274818304
1459	0.4274551383
1460	0.4274438068
1461	0.4274136373
1462	0.4273941583
1463	0.4273483358
1464	0.4273321016
1465	0.4273145785
1466	0.4273026699
1467	0.4272852071
1468	0.4272609253
1469	0.4272329075
1470	0.4272122628
1471	0.4271740814
1472	0.4271366684
1473	0.4271195389
1474	0.4270865304
1475	0.4270218011
1476	0.4269898414
1477	0.4269462547
1478	0.4269315207
1479	0.4269163247
1480	0.4268952997
1481	0.4268702806
1482	0.4268374748
1483	0.4268040743
1484	0.4267796277
1485	0.4267650236
1486	0.426746625
1487	0.4267186481
1488	0.426689133
1489	0.4266636147
1490	0.4266225643
1491	0.4265849508
1492	0.426556273
1493	0.4265367846
1494	0.426498505
1495	0.4264744738
1496	0.4264437789
1497	0.4264147626
1498	0.4263965999
1499	0.4263621775
1500	0.4263277306
1501	0.4262987392
1502	0.426262264
1503	0.4262113266
1504	0.4261755278
1505	0.4261296098
1506	0.4261003126
1507	0.4260749764
1508	0.4260632544
1509	0.4260431676
1510	0.4260166253
1511	0.4259947459
1512	0.4259681265
1513	0.4259294928
1514	0.4258890598
